family,method,variant,sample,sequence,dataset_protocol,source_stage,source_group,source_file,literature_or_local,fair_local_run,comparison_status,rate_mib_per_frame,rate_unit,rate_scope,secondary_rate_value,secondary_rate_unit,quality_psnr,quality_ssim,quality_lpips,quality_l1,quality_middle_psnr,diagnostic_codec_psnr,diagnostic_codec_l1,quality_scope,quality_reliable_for_input_video,frame_count,keyframe_or_iframe_count,pframe_count,reference_gap,bits,max_points_per_frame,lambda_or_q,stage53_candidate,notes
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=320000,robot,robot,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_robot_320k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.59143404527144,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,276.5404214859009,total sequence codec MiB,18.43440885667677,0.569553347377034,,0.0646268893758972,,39.56324277605329,0.007517221770793586,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,77,0,0,,,320000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=320000,robot,robot,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_robot_320k_out/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.255491776899858,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,250.67286682128906,total sequence codec MiB,18.379838472836976,0.5605357397686351,,0.06606220642661119,,36.65076610020229,0.010362870156668223,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,77,0,0,,,320000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=100000,driving,driving,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,compactworld_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/fcgs_runner_smoke_out/fcgs_sequence_summary.json,local run,false,local external incomplete candidate,1.5032539367675781,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,3.0065078735351562,total sequence codec MiB,,,,,,18.979007720947266,0.06262348592281342,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,false,2,0,0,,,100000,0.0004,false,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,meetroom,cam_12,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_12_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.1337930773511347,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,253.8372392654419,total sequence codec MiB,20.520557285826882,0.547623019159576,,0.05180132982355577,,40.24744424702209,0.006176379923191335,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,meetroom,cam_12,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_12_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.67357748526114,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,216.55977630615234,total sequence codec MiB,20.484212498605988,0.5444743287416152,,0.052653599668432166,,38.662135442097984,0.008478945431609949,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,meetroom,cam_12,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_12_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5578481650646823,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,207.18570137023926,total sequence codec MiB,20.34399456448025,0.535288057209533,,0.054496208366788465,,31.599425233440634,0.013086760474115978,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,meetroom,cam_2,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_2_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.5574339878411942,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,288.1521530151367,total sequence codec MiB,22.77003377749596,0.6583659347192741,,0.03564463988130475,,41.39497756958008,0.004796674360095719,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,meetroom,cam_2,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_2_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.9144221176335843,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,236.0681915283203,total sequence codec MiB,22.758574591742622,0.6551911183345465,,0.036446179504747746,,40.119414058732396,0.006791687501525438,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,meetroom,cam_2,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_2_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5770560135076077,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,208.7415370941162,total sequence codec MiB,22.678438940165954,0.6474465190628429,,0.03784902357024911,,37.86945437207634,0.009390488623376981,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,meetroom,cam_7,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_7_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.6016070518964605,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,291.7301712036133,total sequence codec MiB,23.341501824649765,0.6807254471896608,,0.03402704248825709,,42.08444190319673,0.0044033372786218,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,meetroom,cam_7,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_7_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.7982311955204717,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,226.6567268371582,total sequence codec MiB,23.342326976634837,0.6779444600328987,,0.035110066886301396,,39.54042316954813,0.007386823920648039,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,meetroom,cam_7,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_7_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5457339816623263,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,206.20445251464844,total sequence codec MiB,23.262803654611847,0.6707842004151991,,0.03619261412524882,,37.62694549560547,0.009722969782205276,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,meetroom,cam_8,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_8_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.243432586575732,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,262.7180395126343,total sequence codec MiB,21.074410850619092,0.5735634903848907,,0.04817081537143684,,40.537509541452664,0.005718727515619478,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,meetroom,cam_8,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_8_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.681393199496799,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,217.19284915924072,total sequence codec MiB,21.04015404501079,0.5683668807700828,,0.04914268460354687,,38.445616922260804,0.008427903240109667,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,meetroom,cam_8,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_discussion_cam_8_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.550750967897015,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,206.6108283996582,total sequence codec MiB,20.78659928875205,0.558482262087457,,0.05152400127715535,,30.437559269092702,0.013652445116068846,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,meetroom,cam_1,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/meetroom_trimming_cam_1_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.230173605459708,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,261.6440620422363,total sequence codec MiB,23.462832391997914,0.6746592698273836,,0.03418803523168152,,40.24574778992453,0.006114292056242257,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
